MANT001[Dtemissao],MANT001[DetalhesServiço],MANT001[OIDDocumento],MANT001[CodigoEmpresa],MANT001[DtSituacao],MANT001[HrSituacao],MANT001[DtOcorrencia],MANT001[HrOcorrencia],MANT001[Numero],MANT001[Turno],MANT001[DescriçãoDocumento],MANT001[TipoDocumento],MANT001[NomePessoaResposável],MANT001[SituaçãoDocumento],MANT001[OIDBem],MANT001[Descricao],MANT001[NomeEmpresa],MANT001[HoraInicio],MANT001[Ônibus]
2023-01-24,na Garagem por falha mecânica,C3706B1C340B,2,2023-03-03,07:57:51,2023-01-24,04:20:00,55965.0,Noite,"Ocorrência de Manutenção

Vazamento de óleo no cubo traseiro",Ocorrência de Manutenção,Edilson Viana,Liquidado,10C0C75645BF,31292,Nobel,04:20:00,31292
2023-01-25,na Garagem por falha mecânica,D0BA17E9AC9D,1,2023-01-28,08:39:42,2023-01-25,05:34:00,95817.0,Manhã,"Ocorrência de Manutenção
Luz de freio acesa no painel e apitando",Ocorrência de Manutenção,Edilson Viana,Liquidado,4E7BDB26C3FB,15424,Leblon,05:34:00,15424
2023-01-18,na Garagem por falha mecânica,067480E62D71,1,2023-01-25,15:07:34,2023-01-18,05:32:00,95720.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,D9C0E4E34596,15R05,Leblon,05:32:00,15R05
2023-01-12,na Garagem - Pneu,2F9BCC542786,2,2023-01-20,07:57:17,2023-01-12,11:50:00,55859.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Joao Henrique Almeida Santos,Liquidado,BE471F062E02,31280,Nobel,11:50:00,31280
2023-01-26,na Garagem por falha mecânica,3647B0EA41C5,1,2023-02-22,09:51:10,2023-01-26,16:30:00,95834.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Joao Henrique Almeida Santos,Liquidado,2352EB2CD17D,15015,Leblon,16:30:00,15015
2023-01-03,na Garagem por falha mecânica,5E5D108F9C3F,2,2023-01-05,07:57:38,2023-01-03,05:15:00,55740.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,E58FCD734FC3,31290,Nobel,05:15:00,31290
2023-01-10,na Garagem por falha mecânica,6E12764D7C70,2,2023-01-25,11:06:49,2023-01-10,05:08:00,55811.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,E58FCD734FC3,31290,Nobel,05:08:00,31290
2023-01-11,na Garagem por falha mecânica,FA9BD33120E2,2,2023-01-18,07:50:38,2023-01-11,05:03:00,55829.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,028F8CE56668,31287,Nobel,05:03:00,31287
2023-01-03,no Terminal - por falha mecânica,092DF65D2EA4,13,2024-07-09,17:20:27,2023-01-03,16:00:00,5620.0,Tarde,"Ocorrência de Manutenção
Cubo TE vazando óleo",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,1D4E0A5CEE1C,15019,São Bento,14:50:00,15019
2023-01-28,no Terminal - por falha mecânica,0954548D8BAA,1,2023-02-22,09:51:51,2023-01-28,14:40:00,95898.0,Tarde,"Ocorrência de Manutenção
Chave quebrou no controle do elevador",Ocorrência de Manutenção,Pedro Henrique de Oliveira,Liquidado,D7EEBB025C9A,15007,Leblon,10:40:00,15007
2023-01-06,no Terminal - por falha mecânica,2134F8BEDE67,2,2023-01-25,11:07:00,2023-01-06,16:08:00,55781.0,Tarde,Barulho na caixa e carro não desenvolve,Ocorrência de Manutenção,Valter Bueno De Souza Junior,Liquidado,7ABDD91CE030,31254,Nobel,14:08:00,31254
2023-01-04,no Terminal - por falha mecânica,34C903020D84,1,2023-01-25,15:06:23,2023-01-04,19:06:00,95574.0,Noite,Limpador lado direito não funciona,Ocorrência de Manutenção,Valter Bueno De Souza Junior,Liquidado,70782518C026,15426,Leblon,15:50:00,15426
2023-01-29,no Terminal - por falha mecânica,5A4E516214CB,2,2023-03-03,07:57:21,2023-01-29,14:05:00,56034.0,Tarde,"Ocorrência de Manutenção.
Itinerario não muda de linha",Ocorrência de Manutenção,Pedro Henrique de Oliveira,Liquidado,79BC092B18D4,31268,Nobel,13:20:00,31268
2023-01-07,no Terminal - por falha mecânica,4EDA47FD671E,2,2023-01-25,11:06:57,2023-01-07,05:00:00,55787.0,Manhã,"Ocorrência de Manutenção.
Barulho em roda traseira (suspeita Rolamento do Cardan)",Ocorrência de Manutenção,Pedro Henrique de Oliveira,Liquidado,C5FC89FA4F2C,31283,Nobel,04:15:00,31283
2023-01-04,no Terminal - por falha mecânica,61F5DCB64EE5,1,2023-01-25,15:06:25,2023-01-04,19:00:00,95575.0,Noite,Elevador não funciona,Ocorrência de Manutenção,Valter Bueno De Souza Junior,Liquidado,20FBAA65C429,15427,Leblon,17:05:00,15427
2023-01-04,no Terminal - por falha mecânica,5DBB9F9086BA,2,2023-01-25,11:07:12,2023-01-04,17:50:00,55769.0,Tarde,Itinerário apagado,Ocorrência de Manutenção,Valter Bueno De Souza Junior,Liquidado,C58032039C54,31262,Nobel,15:36:00,31262
2023-01-02,no Terminal - por falha mecânica,71D223B12881,2,2023-01-25,11:07:27,2023-01-02,16:00:00,55738.0,Tarde,"Ocorrência de Manutenção
Luz do ABS acesa no painel e carro puxando para a direita ao frear",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,514B808FE9DA,31053,Nobel,15:14:00,31053
2023-01-03,no Terminal - por falha mecânica,79E23A56F81A,2,2023-01-25,11:07:22,2023-01-03,16:30:00,55760.0,Tarde,Vazando ar na roda dianteira direita,Ocorrência de Manutenção,Valter Bueno De Souza Junior,Liquidado,99C8A38951DA,31263,Nobel,14:46:00,31263
2023-01-03,no Terminal - por falha mecânica,7F1DC17568CD,2,2023-01-25,11:07:23,2023-01-03,16:11:00,55759.0,Tarde,Portas traseiras não abrem,Ocorrência de Manutenção,Valter Bueno De Souza Junior,Liquidado,148ED3832BE7,31270,Nobel,15:20:00,31270
2023-01-05,no Terminal - por falha mecânica,A16036B26D30,1,2023-01-25,15:06:30,2023-01-05,14:50:00,95580.0,Tarde,Não recolhe o flap do elevador,Ocorrência de Manutenção,Valter Bueno De Souza Junior,Liquidado,70782518C026,15426,Leblon,13:50:00,15426
2023-01-06,no Terminal - por falha mecânica,B0CE4A60BE50,2,2023-01-25,11:07:01,2023-01-06,15:30:00,55780.0,Tarde,Elevador enroscando,Ocorrência de Manutenção,Valter Bueno De Souza Junior,Liquidado,971B7D342E7C,31289,Nobel,14:01:00,31289
2023-01-07,no Terminal - por falha mecânica,BC20AD694350,2,2023-01-25,11:06:56,2023-01-07,06:05:00,55788.0,Manhã,"Ocorrência de Manutenção.
Cambio do carro está muito pesado",Ocorrência de Manutenção,Pedro Henrique de Oliveira,Liquidado,264716C7912B,31052,Nobel,04:15:00,31052
2023-01-28,no Terminal - por falha mecânica,B726E10C5337,2,2023-03-03,07:57:32,2023-01-28,16:27:00,56022.0,Tarde,"Ocorrência de Manutenção
Freio esta trepidando",Ocorrência de Manutenção,Pedro Henrique de Oliveira,Liquidado,1D6F6A98B5FA,31271,Nobel,15:12:00,31271
2023-01-06,no Terminal - por falha mecânica,D5BDEF27C600,1,2023-01-25,15:06:33,2023-01-06,18:06:00,95587.0,Noite,Vazamento de óleo Diesel,Ocorrência de Manutenção,Valter Bueno De Souza Junior,Liquidado,20FBAA65C429,15427,Leblon,17:05:00,15427
2023-01-10,no Terminal - por falha mecânica,DDA76EA72996,2,2023-01-18,07:50:04,2023-01-10,17:05:00,55824.0,Tarde,Campainha não esta funcionando.,Ocorrência de Manutenção,Valter Bueno De Souza Junior,Liquidado,558531343F76,31264,Nobel,14:50:00,31264
2023-01-06,no Terminal - por falha mecânica,EA13A829CAC6,2,2023-01-25,11:06:58,2023-01-06,22:24:00,55786.0,Noite,Luz do radiador ascendeu no painel.,Ocorrência de Manutenção,Valter Bueno De Souza Junior,Liquidado,99C8A38951DA,31263,Nobel,20:14:00,31263
2023-01-17,no Terminal - por falha mecânica,B12E152EBBAE,1,2023-01-25,15:07:31,2023-01-17,16:05:00,95713.0,Tarde,Luz da bateria ascesa.,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,22C0C1BA2985,15414,Leblon,15:27:00,15414
2023-01-25,no Terminal - por falha mecânica,6F721CEC980F,1,2023-02-22,09:51:14,2023-01-25,23:25:00,95829.0,Noite,"Luz do painel indicando, liquido de arrefecimnto baixo.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,70782518C026,15426,Leblon,20:44:00,15426
2023-01-12,no Terminal - por falha mecânica,8003D6D7671E,1,2023-01-25,15:00:41,2023-01-12,19:50:00,95636.0,Noite,Limpador para-brisa lado esquerdo não funciona,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,70782518C026,15426,Leblon,15:50:00,15426
2023-01-27,no Terminal - por falha mecânica,8BCF54B3998F,1,2023-02-22,09:51:46,2023-01-27,22:15:00,95895.0,Noite,"Painel indicando nivel de arrefecimento baixo, cortando aceleração.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,4E7BDB26C3FB,15424,Leblon,19:32:00,15424
2023-01-12,no Terminal - por falha mecânica,8F00A0503B58,2,2023-01-25,11:06:36,2023-01-12,21:30:00,55863.0,Noite,"Ao acionar o freio, faz barulha e trepida.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,0D3C167330E5,31296,Nobel,18:10:00,31296
2023-01-11,no Terminal - por falha mecânica,C3683DBECDA8,2,2023-01-25,11:06:39,2023-01-11,20:03:00,55852.0,Noite,"Pisca lado direito traseiro e sirene de ré, não funcionam.",Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,028F8CE56668,31287,Nobel,16:33:00,31287
2023-01-30,no Terminal - por falha mecânica,3C3D10DB6C5B,1,2023-02-22,09:52:02,2023-01-30,17:51:00,95914.0,Tarde,"Ocorrência de Manutenção
Vazamento na bolsa de ar",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,199E6861E9D7,15R07,Leblon,16:35:00,15R07
2023-01-30,no Terminal - por falha mecânica,82DF749EAECB,1,2023-02-22,09:52:24,2023-01-30,18:25:00,95915.0,Noite,"Ocorrência de Manutenção
Temperatura subindo",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,78F2121D68AE,15296,Leblon,16:30:00,15296
2023-01-27,no Terminal - por falha mecânica,9915825E2A25,1,2023-02-22,09:51:40,2023-01-27,06:35:00,95854.0,Manhã,"Ocorrência de Manutenção
Veiculo cortando aceleração quando aciona a campainha",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,137CE19CD64A,15299,Leblon,05:05:00,15299
2023-01-29,no Terminal - por falha mecânica,DE16B9CA2C8E,1,2023-02-22,09:51:53,2023-01-29,10:15:00,95902.0,Manhã,Anjo da Guarda desligado  OBS¨quando liga o Anjo da Guarda o mesmo não da aceleração ¨,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,3F9ADDB15A11,15R02,Leblon,05:35:00,15R02
2023-01-31,no Terminal - por falha mecânica,EFB490D1C949,1,2023-02-22,09:52:19,2023-01-31,17:15:00,95931.0,Tarde,"Ocorrência de Manutenção
Bolsa de ar trazeira lado esquerdo baixa",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,5EDFF91D04F4,15419,Leblon,16:25:00,15419
2023-01-23,no Terminal - por falha mecânica,7BBAA611D27C,2,2023-03-03,07:57:57,2023-01-23,18:51:00,55962.0,Noite,"Ocorrência de Manutenção
Cortando a aceleração oe sem força",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,C58032039C54,31262,Nobel,15:36:00,31262
2023-01-03,no Terminal - por falha mecânica,A488A7165FDA,2,2023-01-25,11:07:24,2023-01-03,11:36:00,55755.0,Manhã,"Ocorrência de Manutenção Braço do retrovisor Frouxo 
 Banco do Motorista Solto",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,7ABDD91CE030,31254,Nobel,09:04:00,31254
2023-01-04,no Terminal - por falha mecânica,B8F6D8D55A60,2,2023-01-25,11:07:15,2023-01-04,08:46:00,55765.0,Manhã,"Ocorrência de Manutenção
1ª e 2ª marchas ruim para engatar",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,F128BD70A39E,31269,Nobel,08:04:00,31269
2023-01-26,no Terminal - por falha mecânica,4DB5D891393B,1,2023-02-22,09:51:11,2023-01-26,10:50:00,95833.0,Manhã,"Ocorrência de Manutenção

Vazamento de àgua",Ocorrência de Manutenção,Edilson Viana,Liquidado,70782518C026,15426,Leblon,09:50:00,15426
2023-01-30,no Terminal - por falha mecânica,9C4F07435162,1,2023-02-22,09:52:00,2023-01-30,09:30:00,95909.0,Manhã,"Ocorrência de Manutenção

Acendendo a luz de falha no freio, não pede teste de freio no painel",Ocorrência de Manutenção,Edilson Viana,Liquidado,AEE3948D3C21,15598,Leblon,05:26:00,15598
2023-01-28,no Terminal - por falha mecânica,E20375C05CC7,1,2023-02-22,09:51:48,2023-01-28,06:28:00,95896.0,Manhã,"Ocorrência de Manutenção
Vazamento de água debaixo do motor",Ocorrência de Manutenção,Edilson Viana,Liquidado,FE26134924B9,15412,Leblon,04:54:00,15412
2023-01-24,no Terminal - por falha mecânica,9D726C8D1019,2,2023-03-03,07:57:49,2023-01-24,11:10:00,55973.0,Manhã,"Ocorrência de Manutenção

Veículo fraco",Ocorrência de Manutenção,Edilson Viana,Liquidado,028F8CE56668,31287,Nobel,10:32:00,31287
2023-01-31,no Terminal - por falha mecânica,8C9D4AD96918,2,2023-03-03,07:57:10,2023-01-31,10:23:00,56062.0,Manhã,"Ocorrência de Manutenção

Freio estacionário demorando pra acionar",Ocorrência de Manutenção,Edilson Viana,Liquidado,971B7D342E7C,31289,Nobel,04:30:00,31289
2023-01-31,no Terminal - por falha mecânica,A2D3B2C87952,2,2023-03-03,07:57:12,2023-01-31,05:27:00,56060.0,Manhã,"Ocorrência de Manutenção
Qrebou o parafuso do suporte do cardan",Ocorrência de Manutenção,Edilson Viana,Liquidado,A28F5464474A,31299,Nobel,04:35:00,31299
2023-01-05,no Terminal - por falha mecânica,26CBADC1BDA8,2,2023-01-25,11:07:09,2023-01-05,05:05:00,55771.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,C3E24EF87548,31047,Nobel,04:55:00,31047
2023-01-10,no Terminal - por falha mecânica,66A42C3ABAF2,2,2023-01-25,11:06:45,2023-01-10,07:14:00,55814.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,B4DF4BA709F8,31051,Nobel,04:30:00,31051
2023-01-12,no Terminal - por falha mecânica,69A12CAF7436,2,2023-01-18,07:50:45,2023-01-12,07:48:00,55854.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,7ABDD91CE030,31254,Nobel,04:15:00,31254
2023-01-11,no Terminal - por falha mecânica,73DD1E66AD1B,2,2023-01-25,11:06:42,2023-01-11,05:06:00,55828.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,558531343F76,31264,Nobel,04:10:00,31264
2023-01-04,no Terminal - por falha mecânica,D7BBC58CCD90,2,2023-01-25,11:07:16,2023-01-04,05:55:00,55764.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,A96D39767527,31261,Nobel,05:03:00,31261
2023-01-06,no Terminal - por falha mecânica,DC1BFECF7845,2,2023-01-25,11:07:05,2023-01-06,06:09:00,55776.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,79BC092B18D4,31268,Nobel,04:35:00,31268
2023-01-06,no Terminal - por falha mecânica,DB7017A0E46E,2,2023-01-25,11:07:04,2023-01-06,05:28:00,55777.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,F128BD70A39E,31269,Nobel,04:17:00,31269
2023-01-09,no Terminal - por falha mecânica,E7AAF7F49DC6,2,2023-01-25,11:06:51,2023-01-09,06:00:00,55806.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,C58032039C54,31262,Nobel,04:15:00,31262
2023-01-12,no Terminal - por falha mecânica,F1A4AFD7D2F0,2,2023-01-18,07:50:30,2023-01-12,06:39:00,55853.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,D1C210E4C7CD,31045,Nobel,04:59:00,31045
2023-01-06,no Terminal - por falha mecânica,E457D69E132D,2,2023-01-25,11:07:03,2023-01-06,08:40:00,55778.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,3025E118F383,31265,Nobel,08:40:00,31265
2023-01-03,no Terminal - por falha mecânica,25B275053FDB,2,2023-01-25,11:07:25,2023-01-03,08:40:00,55743.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,3025E118F383,31265,Nobel,04:20:00,31265
2023-01-03,no Terminal - por falha mecânica,0109473A93EE,1,2023-01-25,15:06:12,2023-01-03,06:00:00,95551.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,7A49CF768FCD,15417,Leblon,05:00:00,15417
2023-01-06,no Terminal - por falha mecânica,2FFC6B3B3B1F,1,2023-01-25,15:06:32,2023-01-06,06:50:00,95583.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,49786699EF3C,15012,Leblon,05:40:00,15012
2023-01-17,no Terminal - por falha mecânica,4807DFBF8234,1,2023-01-25,15:07:24,2023-01-17,08:38:00,95698.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,20FBAA65C429,15427,Leblon,05:26:00,15427
2023-01-17,no Terminal - por falha mecânica,7100FC22A5F9,1,2023-01-25,15:07:25,2023-01-17,11:30:00,95702.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,4E7BDB26C3FB,15424,Leblon,08:38:00,15424
2023-01-04,no Terminal - por falha mecânica,9AFF3EC0740E,1,2023-01-25,15:06:21,2023-01-04,08:50:00,95565.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,1A96813857A6,15429,Leblon,04:52:00,15429
2023-01-02,no Terminal - por falha mecânica,E37236FAB2CA,1,2023-01-05,07:57:14,2023-01-02,10:50:00,95543.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,46915DC908C2,15295,Leblon,09:46:00,15295
2023-01-29,no Terminal - por falha mecânica,34B73C73E381,2,2023-03-03,07:57:25,2023-01-29,13:20:00,56032.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,148ED3832BE7,31270,Nobel,11:40:00,31270
2023-01-30,no Terminal - por falha mecânica,CFA33CDDA2B9,2,2023-03-03,07:57:15,2023-01-30,14:10:00,56051.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,0627C6B1E1B0,31267,Nobel,12:50:00,31267
2023-01-10,no Terminal - por falha mecânica,FA2ECDB5110A,2,2023-01-25,11:06:43,2023-01-10,13:01:00,55816.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,264716C7912B,31052,Nobel,10:09:00,31052
2023-01-28,no Terminal - por falha mecânica,D441CE909640,2,2023-03-03,07:57:34,2023-01-28,11:05:00,56016.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Anderson Taborda,Liquidado,79BC092B18D4,31268,Nobel,11:05:00,31268
2023-01-28,no Terminal - por falha mecânica,D501DAA43FB3,2,2023-03-03,07:57:30,2023-01-28,19:35:00,56026.0,Noite,Ocorrência de Manutenção,Ocorrência de Manutenção,Anderson Taborda,Liquidado,24B6EF640108,31266,Nobel,19:35:00,31266
2023-01-30,no Terminal - por falha mecânica,25BC97E0A4B3,1,2023-02-22,09:51:59,2023-01-30,06:50:00,95908.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,AC2C23A117EC,15013,Leblon,05:25:00,15013
2023-02-25,no Terminal - por falha mecânica,EDDB4366D300,2,2023-04-03,07:53:27,2023-02-25,05:01:00,56336.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,264716C7912B,31052,Nobel,,31052
2023-02-19,na Garagem por falha mecânica,AF041DAA1CDB,1,2023-03-03,07:52:31,2023-02-19,06:20:00,96236.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,E177D55A52CE,15R12,Leblon,,15R12
2023-02-10,Quebra no Trajeto Volta,084E3618B1FA,2,2023-04-03,07:54:47,2023-03-01,13:15:00,56191.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,79BC092B18D4,31268,Nobel,,31268
2023-02-08,no Terminal - pneu,A9350F9EACEC,2,2023-06-13,14:19:44,2023-06-01,14:30:00,56161.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,D3A263CF97B0,31291,Nobel,,31291
2023-02-09,Quebra no Trajeto Ida,CCC1EF7E964C,2,2023-04-03,07:55:24,2023-03-01,13:25:00,56178.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,A96D39767527,31261,Nobel,,31261
2023-02-18,no Terminal - pneu,682A527747CC,2,2024-02-29,09:40:59,2024-02-29,19:20:00,56288.0,Noite,Ocorrência de Manutenção,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,79BC092B18D4,31268,Nobel,,31268
2023-02-02,Quebra no Trajeto Volta,E9768A904FFE,1,2023-02-22,14:21:21,2023-02-02,19:14:00,95978.0,Noite,Ocorrência de Manutenção,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,44085A28ABF6,15R01,Leblon,,15R01
2023-02-13,no Terminal - por falha mecânica,13FB89BC1514,1,2023-03-03,07:51:40,2023-02-13,06:50:00,96117.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Daniel Moacir Lopes Alves,Liquidado,78F2121D68AE,15296,Leblon,,15296
2023-02-28,no Terminal - por falha mecânica,A5AB121B011A,1,2023-06-13,14:01:20,2023-06-01,17:20:00,96327.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,1D4E0A5CEE1C,15019,Leblon,,15019
2023-02-27,na Garagem por Veículo Parado Manutenção,18DA9C5AF9CE,1,2023-03-03,07:53:16,2023-02-27,16:30:00,96313.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Fernando Augusto Oliveira de Araujo,Liquidado,46915DC908C2,15295,Leblon,,15295
2023-02-27,na Garagem por Veículo Parado Manutenção,2D7178ECB311,1,2023-03-03,07:53:02,2023-02-27,16:47:00,96312.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Fernando Augusto Oliveira de Araujo,Liquidado,379748302B4B,15R96,Leblon,,15R96
2023-02-22,na Garagem por falha mecânica,8D42ACF66F60,1,2023-03-03,07:53:11,2023-02-22,17:53:00,96282.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Daniel Moacir Lopes Alves,Liquidado,6B34593FE1CB,15422,Leblon,,15422
2023-02-14,Quebra no Trajeto Volta,36F08F7F2104,1,2023-02-22,15:37:32,2023-02-14,07:50:00,96134.0,Manhã,"Ocorrência de Manutenção.
Compressor de ar, baixou ar.",Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,EE481DD0EE3E,15413,Leblon,,15413
